,FirstName_x,LastName_x,DateOfBirth_x,FullName_x,MatchedFullName,FullNameScore,FullNameIndex,MatchedFirstName,FirstNameScore,FirstNameIndex,MatchedLastName,LastNameScore,LastNameIndex,FirstName_y,LastName_y,DateOfBirth_y,Revenue,FullName_y
516,rebecca,pham,1942-02-05,rebeccapham,rebeccapham,100.0,409,rebecca,100.0,24,pham,100.0,226,rebecca,pham,1942-02-05,199762,rebeccapham
517,elizabeth,west,2009-08-06,elizabethwest,elizabethwets,92.30769,410,elizabeth,100.0,195,west,100.0,550,elizabeth,wets,2009-08-06,282615,elizabethwets
518,jesus,stewart,1943-06-01,jesusstewart,jesussetwart,91.666664,411,jesus,100.0,284,stewart,100.0,84,jesus,setwart,,308498,jesussetwart
519,gerald,walsh,1974-12-27,geraldwalsh,geraldwalsh,100.0,412,gerald,100.0,285,walsh,100.0,323,gerald,walsh,1974-12-27,291484,geraldwalsh
520,john,barrera,2022-08-07,johnbarrera,jonathnamurray,64.0,553,john,100.0,9,barertt,71.42857,53,jonathna,murray,1998-10-04,144521,jonathnamurray
521,timothy,reed,1923-10-10,timothyreed,timothyreed,100.0,413,timothy,100.0,286,reed,100.0,17,timothy,reed,1923-10-10,3019,timothyreed
522,virginia,lucas,2005-02-10,virginialucas,virginailucas,92.30769,414,virginai,87.5,287,lucas,100.0,324,virginai,lucas,2005-02-10,433509,virginailucas
523,timothy,stanton,2011-01-19,timothystanton,tiomthysimpson,64.28571,176,timothy,100.0,286,santos,76.92308,498,tiomthy,simpson,1937-12-25,242918,tiomthysimpson
524,christie,reese,1943-07-15,christiereese,christiereese,100.0,415,christie,100.0,288,reese,100.0,325,christie,reese,1943-07-15,182306,christiereese
525,tyler,burnett,1958-07-11,tylerburnett,tylreburnett,91.666664,416,tyler,100.0,4,burnett,100.0,326,tylre,burnett,1958-07-11,412596,tylreburnett
526,lynn,watson,1927-12-06,lynnwatson,lynnwatson,100.0,417,lynn,100.0,48,watson,100.0,327,lynn,watson,1927-12-06,130291,lynnwatson
527,robert,roman,1939-03-30,robertroman,robertroman,100.0,418,robert,100.0,12,roman,100.0,194,robert,roman,1939-03-30,405583,robertroman
528,brittney,rodriguez,1990-11-18,brittneyrodriguez,brittneyrodriguez,100.0,419,brittney,100.0,290,rodriguez,100.0,301,brittney,rodriguez,1990-11-18,481636,brittneyrodriguez
529,luke,merritt,1925-09-05,lukemerritt,lukemerritt,100.0,420,luke,100.0,291,merritt,100.0,328,luke,merritt,,17294,lukemerritt
530,jennifer,horton,2004-03-14,jenniferhorton,jenniferhorton,100.0,421,jennifer,100.0,65,horton,100.0,329,jennifer,horton,2004-03-14,220198,jenniferhorton
531,courtney,gibson,1935-05-13,courtneygibson,courtneygibson,100.0,422,courtney,100.0,292,gibson,100.0,330,courtney,gibson,1935-05-13,206776,courtneygibson
532,zachary,bowman,1974-01-23,zacharybowman,zacharyarias,64.0,692,zachary,100.0,400,bowman,100.0,10,zachary,arias,1969-01-26,204104,zacharyarias
533,shawn,wilson,2010-08-28,shawnwilson,shawniwlson,90.90909,423,shawn,100.0,99,wilson,100.0,186,shawn,iwlson,2010-08-28,452276,shawniwlson
534,jeremiah,long,2009-09-04,jeremiahlong,jeremythomas,58.333332,490,jeremy,71.42857,321,leon,75.0,70,jeremy,thomas,1988-09-05,104576,jeremythomas
535,alicia,williams,1978-05-10,aliciawilliams,mairawilliams,81.48148,594,olivia,66.666664,29,williams,100.0,68,maira,williams,1980-03-09,232818,mairawilliams
536,john,murillo,1959-10-29,johnmurillo,jhonmurillo,90.90909,424,john,100.0,9,murillo,100.0,273,jhon,murillo,1959-10-29,486486,jhonmurillo
537,james,davis,1990-12-24,jamesdavis,ajmesdavis,90.0,425,james,100.0,32,davis,100.0,154,ajmes,davis,,99470,ajmesdavis
538,troy,lopez,1927-10-31,troylopez,troylopez,100.0,426,troy,100.0,294,lopez,100.0,181,troy,lopez,,304396,troylopez
539,dawn,obrien,2012-02-15,dawnobrien,danwobrien,90.0,427,dawn,100.0,188,obrien,100.0,332,danw,obrien,2012-02-15,65791,danwobrien
540,stephanie,west,1996-11-05,stephaniewest,stephaniesmtih,81.48148,356,stephanie,100.0,182,west,100.0,550,stephanie,smtih,1992-12-23,480865,stephaniesmtih
541,kathryn,barnett,1935-07-21,kathrynbarnett,kathryngreen,69.23077,800,kathryn,100.0,437,barertt,85.71429,53,kathryn,green,2020-05-29,65972,kathryngreen
542,david,bishop,2020-04-08,davidbishop,davidbsihop,90.90909,428,david,100.0,75,bsihop,83.333336,333,david,bsihop,2020-04-08,203703,davidbsihop
543,brian,williams,2000-03-16,brianwilliams,rbianwilliams,92.30769,429,brian,100.0,150,williams,100.0,68,rbian,williams,2000-03-16,420232,rbianwilliams
544,michael,myers,1990-05-05,michaelmyers,michaelmoses,83.333336,372,michael,100.0,52,myers,100.0,131,michael,moses,2004-11-02,18043,michaelmoses
545,christopher,martin,1962-04-15,christophermartin,christopherstewart,80.0,583,christopher,100.0,105,martin,100.0,99,christopher,stewart,1961-01-23,60469,christopherstewart
546,john,hampton,1945-10-08,johnhampton,johnhampton,100.0,430,john,100.0,9,hampton,100.0,334,john,hampton,1945-10-08,209228,johnhampton
547,daniel,jones,1974-11-11,danieljones,danieljonse,90.90909,431,daniel,100.0,17,jones,100.0,77,daniel,jonse,1974-11-11,354236,danieljonse
548,angela,russell,2017-11-08,angelarussell,lisarussell,75.0,571,angela,100.0,139,russell,100.0,283,lisa,russell,2006-01-22,189175,lisarussell
549,jason,hall,1960-01-18,jasonhall,jasonhlal,88.888885,432,jason,100.0,78,hall,100.0,185,jason,hlal,1960-01-18,435169,jasonhlal
550,brandon,ortiz,1994-10-07,brandonortiz,brandonortiz,100.0,433,brandon,100.0,89,ortiz,100.0,336,brandon,ortiz,1994-10-07,5143,brandonortiz
551,jason,little,1995-04-21,jasonlittle,jasonlittle,100.0,434,jason,100.0,78,little,100.0,15,jason,little,1995-04-21,155855,jasonlittle
552,stephanie,buckley,2015-12-01,stephaniebuckley,stephaniebucklye,93.75,435,stephanie,100.0,182,buckley,100.0,272,stephanie,bucklye,2015-12-01,5452,stephaniebucklye
553,isaac,shepherd,1990-06-05,isaacshepherd,isacashepherd,92.30769,436,isaca,80.0,297,shepherd,100.0,338,isaca,shepherd,1990-06-05,209971,isacashepherd
554,daniel,gonzales,1965-02-21,danielgonzales,danielgonzales,100.0,437,daniel,100.0,17,gonzales,100.0,3,daniel,gonzales,,202578,danielgonzales
555,janice,johnston,1994-08-04,janicejohnston,danieljohnson,81.48148,705,janice,100.0,352,johnston,100.0,227,daniel,johnson,1945-05-06,310347,danieljohnson
556,kevin,arias,2006-08-31,kevinarias,kevinarias,100.0,438,kevin,100.0,254,arias,100.0,339,kevin,arias,,125968,kevinarias
557,paul,mcguire,1944-12-05,paulmcguire,paulmcguire,100.0,439,paul,100.0,34,mcguire,100.0,340,paul,mcguire,1944-12-05,340682,paulmcguire
558,megan,wright,1989-10-10,meganwright,meganwrihgt,90.90909,440,megan,100.0,201,wright,100.0,479,megan,wrihgt,,476607,meganwrihgt
559,michael,schroeder,2006-01-18,michaelschroeder,michealschroeder,93.75,441,michael,100.0,52,schroeder,100.0,342,micheal,schroeder,2006-01-18,452397,michealschroeder
560,roy,porter,1944-05-31,royporter,robertered,63.157894,220,roy,100.0,122,porter,100.0,540,robert,ered,1941-09-15,89078,robertered
561,kathleen,miller,1990-10-09,kathleenmiller,kathleenmiller,100.0,442,kathleen,100.0,127,miller,100.0,78,kathleen,miller,,482256,kathleenmiller
562,richard,ford,1977-03-29,richardford,richardnicohls,64.0,229,richard,100.0,173,crawford,66.666664,56,richard,nicohls,1964-10-14,474964,richardnicohls
563,tamara,zuniga,1925-06-23,tamarazuniga,taradiza,60.0,723,tamraa,83.333336,187,cunningham,62.5,173,tara,diza,1986-10-14,159275,taradiza
564,gary,burns,1945-07-02,garyburns,garyburns,100.0,443,gary,100.0,100,burns,100.0,221,gary,burns,1945-07-02,420186,garyburns
565,mark,jones,1933-07-19,markjones,markjones,100.0,444,mark,100.0,95,jones,100.0,77,mark,jones,1933-07-19,149995,markjones
566,aaron,lamb,2017-12-10,aaronlamb,aaronlmab,88.888885,445,aaron,100.0,298,lmab,75.0,343,aaron,lmab,2017-12-10,168280,aaronlmab
567,donna,gonzalez,2018-09-24,donnagonzalez,odnnagonzalez,92.30769,446,donna,100.0,239,gonzalez,100.0,240,odnna,gonzalez,2018-09-24,443494,odnnagonzalez
568,charles,raymond,2005-08-04,charlesraymond,charlesraymond,100.0,447,charles,100.0,300,raymond,100.0,344,charles,raymond,2005-08-04,58558,charlesraymond
569,karen,kidd,2006-12-12,karenkidd,karenkidd,100.0,448,karen,100.0,13,kidd,100.0,275,karen,kidd,2006-12-12,313657,karenkidd
570,john,khan,1978-01-18,johnkhan,johnkhan,100.0,449,john,100.0,9,khan,100.0,345,john,khan,1978-01-18,325384,johnkhan
571,ashlee,atkins,2000-11-21,ashleeatkins,ashleeatkins,100.0,450,ashlee,100.0,301,atkins,100.0,346,ashlee,atkins,2000-11-21,360755,ashleeatkins
572,emily,johnson,2000-01-30,emilyjohnson,emilyjohnson,100.0,451,emily,100.0,157,johnson,100.0,97,emily,johnson,2000-01-30,53556,emilyjohnson
573,andrew,hawkins,1974-04-14,andrewhawkins,andrewahwkins,92.30769,452,andrew,100.0,58,hawkins,100.0,150,andrew,ahwkins,,400060,andrewahwkins
574,alexis,russell,2002-01-19,alexisrussell,alexisrussell,100.0,453,alexis,100.0,97,russell,100.0,283,alexis,russell,2002-01-19,389585,alexisrussell
575,joseph,rhodes,2023-09-19,josephrhodes,joesphrhodes,91.666664,454,joseph,100.0,104,rhodes,100.0,348,joesph,rhodes,2023-09-19,166557,joesphrhodes
576,jamie,matthews,1955-11-28,jamiematthews,matthewyates,64.0,170,jamie,100.0,36,yates,61.53846,147,matthew,yates,2004-08-19,407040,matthewyates
577,sandy,baldwin,1949-04-15,sandybaldwin,sandybaldwin,100.0,455,sandy,100.0,303,baldwin,100.0,349,sandy,baldwin,1949-04-15,379376,sandybaldwin
578,kimberly,brown,1955-02-06,kimberlybrown,kimberlybrown,100.0,456,kimberly,100.0,175,brown,100.0,135,kimberly,brown,1955-02-06,32996,kimberlybrown
579,ryan,cook,2016-09-01,ryancook,ryancook,100.0,457,ryan,100.0,2,cook,100.0,350,ryan,cook,2016-09-01,486758,ryancook
580,melissa,estrada,1942-04-02,melissaestrada,melissaestrada,100.0,458,melissa,100.0,16,estrada,100.0,351,melissa,estrada,1942-04-02,293400,melissaestrada
581,levi,calderon,2015-03-30,levicalderon,levicladeron,91.666664,459,levi,100.0,304,claderon,87.5,352,levi,claderon,2015-03-30,131308,levicladeron
582,melissa,molina,1979-01-16,melissamolina,melissamolina,100.0,460,melissa,100.0,16,molina,100.0,353,melissa,molina,,359562,melissamolina
583,kelly,schaefer,1985-07-25,kellyschaefer,klelyschaefer,92.30769,461,kelly,100.0,252,schaefer,100.0,354,klely,schaefer,1985-07-25,77357,klelyschaefer
584,blake,hickman,1991-01-20,blakehickman,blakehcikman,91.666664,462,blake,100.0,306,hcikman,85.71429,355,blake,hcikman,1991-01-20,10763,blakehcikman
585,ashley,frazier,1945-08-26,ashleyfrazier,ashleyrfazier,92.30769,463,ashley,100.0,130,rfazier,85.71429,356,ashley,rfazier,1945-08-26,377495,ashleyrfazier
586,cory,holland,1998-02-13,coryholland,coryholland,100.0,464,cory,100.0,307,holland,100.0,59,cory,holland,1998-02-13,104940,coryholland
587,jonathan,romero,2007-08-01,jonathanromero,joanthanromero,92.85714,465,jonathan,100.0,76,romero,100.0,357,joanthan,romero,2007-08-01,381479,joanthanromero
588,kevin,hughes,1974-10-08,kevinhughes,kevinhughes,100.0,466,kevin,100.0,254,hughes,100.0,278,kevin,hughes,1974-10-08,295117,kevinhughes
589,nicholas,vance,1980-09-27,nicholasvance,nciholasvance,92.30769,467,nicholas,100.0,41,vance,100.0,358,nciholas,vance,,485691,nciholasvance
590,ryan,le,1932-07-02,ryanle,ryanle,100.0,468,ryan,100.0,2,le,100.0,359,ryan,le,,489126,ryanle
591,richard,lyons,2012-02-04,richardlyons,richardnicohls,69.23077,229,richard,100.0,173,leon,66.666664,70,richard,nicohls,1964-10-14,474964,richardnicohls
592,james,bailey,1976-04-25,jamesbailey,jamesbailey,100.0,469,james,100.0,32,bailey,100.0,360,james,bailey,1976-04-25,96961,jamesbailey
593,christine,bishop,1939-07-14,christinebishop,christinaeban,71.42857,53,christine,100.0,30,bsihop,83.333336,333,christina,eban,2008-04-23,177563,christinaeban
594,mallory,hall,1928-03-14,malloryhall,malloryhall,100.0,470,mallory,100.0,310,hall,100.0,185,mallory,hall,1928-03-14,167754,malloryhall
595,linda,bradley,1945-04-26,lindabradley,linadbradley,91.666664,471,linad,80.0,311,bradley,100.0,361,linad,bradley,1945-04-26,127623,linadbradley
596,paul,benson,1935-11-25,paulbenson,palubenson,90.0,472,paul,100.0,34,benson,100.0,362,palu,benson,1935-11-25,203480,palubenson
597,eric,sanders,1951-06-04,ericsanders,veornicahenderson,71.42857,713,eric,100.0,166,sadners,85.71429,63,veornica,henderson,1973-04-22,287793,veornicahenderson
598,lee,madden,2016-03-25,leemadden,leemadden,100.0,473,lee,100.0,313,madden,100.0,363,lee,madden,2016-03-25,401170,leemadden
599,tracy,garrison,1988-11-08,tracygarrison,tracygarrison,100.0,474,tracy,100.0,216,garrison,100.0,364,tracy,garrison,1988-11-08,234894,tracygarrison
600,elizabeth,allen,1994-09-09,elizabethallen,elizabethglenn,85.71429,262,elizabeth,100.0,195,allen,100.0,255,elizabeth,glenn,2012-02-22,15859,elizabethglenn
601,roger,hubbard,2016-04-03,rogerhubbard,rogerhubbard,100.0,475,roger,100.0,314,hubbard,100.0,365,roger,hubbard,2016-04-03,119785,rogerhubbard
602,cindy,morrow,1997-08-12,cindymorrow,cindymorrow,100.0,476,cindy,100.0,218,morrow,100.0,366,cindy,morrow,1997-08-12,453700,cindymorrow
603,chris,ayers,1988-07-13,chrisayers,chrsiayers,90.0,477,chrsi,80.0,315,ayers,100.0,367,chrsi,ayers,1988-07-13,7779,chrsiayers
604,brandon,frederick,2016-02-17,brandonfrederick,brandonroberts,66.666664,207,brandon,100.0,89,erickson,58.82353,440,brandon,roberts,1940-11-02,458880,brandonroberts
605,daniel,kaiser,1941-05-27,danielkaiser,danielkasier,91.666664,478,daniel,100.0,17,kaiser,100.0,427,daniel,kasier,1941-05-27,465772,danielkasier
606,matthew,levy,1971-08-05,matthewlevy,matthewelvy,90.90909,479,matthew,100.0,19,elvy,75.0,369,matthew,elvy,1971-08-05,175509,matthewelvy
607,daniel,gray,2002-10-07,danielgray,danielgray,100.0,480,daniel,100.0,17,gray,100.0,370,daniel,gray,2002-10-07,191054,danielgray
608,robin,white,1948-09-21,robinwhite,robinwhite,100.0,481,robin,100.0,316,white,100.0,96,robin,white,1948-09-21,303698,robinwhite
609,brandy,watkins,2018-01-13,brandywatkins,brandywatkins,100.0,482,brandy,100.0,179,watkins,100.0,371,brandy,watkins,2018-01-13,239602,brandywatkins
610,amanda,leonard,1970-01-10,amandaleonard,amandaelonard,92.30769,483,amanda,100.0,43,elonard,85.71429,372,amanda,elonard,1970-01-10,203898,amandaelonard
611,susan,daniel,1977-05-09,susandaniel,susandaniel,100.0,484,susan,100.0,317,daniel,100.0,373,susan,daniel,1977-05-09,162844,susandaniel
612,gina,murphy,1986-03-08,ginamurphy,gniamurphy,90.0,485,regina,80.0,368,murphy,100.0,374,gnia,murphy,1986-03-08,441968,gniamurphy
613,adam,ortiz,1986-03-22,adamortiz,daamortiz,88.888885,486,adam,100.0,427,ortiz,100.0,336,daam,ortiz,1986-03-22,189645,daamortiz
614,april,fleming,1973-07-20,aprilfleming,aprilfleming,100.0,487,april,100.0,69,fleming,100.0,375,april,fleming,1973-07-20,364202,aprilfleming
615,michael,sims,1991-05-31,michaelsims,michaelsims,100.0,488,michael,100.0,52,sims,100.0,376,michael,sims,1991-05-31,77796,michaelsims
616,janet,taylor,2008-12-14,janettaylor,janettyalor,90.90909,489,janet,100.0,320,taylor,100.0,246,janet,tyalor,2008-12-14,262175,janettyalor
617,jeremy,thomas,1988-09-05,jeremythomas,jeremythomas,100.0,490,jeremy,100.0,321,thomas,100.0,11,jeremy,thomas,1988-09-05,104576,jeremythomas
618,amber,bradley,2000-01-10,amberbradley,amebrbradley,91.666664,491,amber,100.0,178,bradley,100.0,361,amebr,bradley,2000-01-10,473101,amebrbradley
619,bradley,hunter,1962-02-12,bradleyhunter,braldeyhunter,92.30769,492,braldey,85.71429,323,hunter,100.0,378,braldey,hunter,,97186,braldeyhunter
620,joe,gibbs,1927-08-24,joegibbs,ojegibbs,87.5,493,jose,85.71429,376,gibbs,100.0,101,oje,gibbs,1927-08-24,410921,ojegibbs
621,craig,cruz,1947-09-28,craigcruz,craigcruz,100.0,494,craig,100.0,325,cruz,100.0,300,craig,cruz,1947-09-28,386409,craigcruz
622,aaron,herrera,2014-03-28,aaronherrera,araonherrera,91.666664,495,aaron,100.0,298,herrera,100.0,379,araon,herrera,2014-03-28,282869,araonherrera
623,alyssa,gonzalez,2006-09-28,alyssagonzalez,alyssagonzalez,100.0,496,alyssa,100.0,234,gonzalez,100.0,240,alyssa,gonzalez,,86110,alyssagonzalez
624,benjamin,schroeder,1945-07-03,benjaminschroeder,benjaminschroeedr,94.117645,497,benjamin,100.0,260,schroeder,100.0,342,benjamin,schroeedr,1945-07-03,34327,benjaminschroeedr
625,anthony,brown,1932-05-06,anthonybrown,anthonybrown,100.0,498,anthony,100.0,5,brown,100.0,135,anthony,brown,,23358,anthonybrown
626,ernest,flores,2000-11-09,ernestflores,enrestflores,91.666664,499,enrest,83.333336,326,flores,100.0,86,enrest,flores,2000-11-09,155976,enrestflores
627,john,howard,1962-11-02,johnhoward,johnohward,90.0,500,john,100.0,9,howard,100.0,168,john,ohward,1962-11-02,449618,johnohward
628,samantha,riley,1954-09-27,samanthariley,samanthairley,92.30769,501,samantha,100.0,327,irley,80.0,382,samantha,irley,1954-09-27,443855,samanthairley
629,matthew,forbes,1988-11-15,matthewforbes,matthewofrbes,92.30769,502,matthew,100.0,19,flores,83.333336,86,matthew,ofrbes,1988-11-15,438145,matthewofrbes
630,jeffery,reilly,1999-01-26,jefferyreilly,jefferyreilly,100.0,503,jeffery,100.0,328,reilly,100.0,256,jeffery,reilly,,275804,jefferyreilly
631,mark,hunt,1991-07-01,markhunt,markhunt,100.0,504,mark,100.0,95,hunt,100.0,384,mark,hunt,1991-07-01,289597,markhunt
632,larry,pham,1989-08-11,larrypham,larrypham,100.0,505,larry,100.0,329,pham,100.0,226,larry,pham,,221430,larrypham
633,frank,sanchez,1947-07-07,franksanchez,franksanchez,100.0,506,frank,100.0,330,sanchez,100.0,198,frank,sanchez,1947-07-07,346803,franksanchez
634,gabriela,brown,2005-05-23,gabrielabrown,bradbrown,72.72727,166,gabrielle,82.35294,228,brown,100.0,135,brad,brown,1989-12-16,413064,bradbrown
635,ronald,shields,1981-12-21,ronaldshields,roanldshields,92.30769,507,ronald,100.0,93,shields,100.0,385,roanld,shields,1981-12-21,216342,roanldshields
636,charles,browning,2000-03-24,charlesbrowning,charlesbrowning,100.0,508,charles,100.0,300,browning,100.0,386,charles,browning,2000-03-24,228263,charlesbrowning
637,lauren,hall,1966-11-14,laurenhall,laurenhall,100.0,509,lauren,100.0,87,hall,100.0,185,lauren,hall,1966-11-14,262940,laurenhall
638,roger,thompson,1987-07-24,rogerthompson,rogerthompson,100.0,510,roger,100.0,314,thompson,100.0,28,roger,thompson,1987-07-24,359366,rogerthompson
639,tina,diaz,2014-04-11,tinadiaz,tinaidaz,87.5,511,tina,100.0,202,idaz,75.0,387,tina,idaz,2014-04-11,2631,tinaidaz
640,rebecca,wood,1962-01-05,rebeccawood,rebeccawood,100.0,512,rebecca,100.0,24,wood,100.0,197,rebecca,wood,1962-01-05,360934,rebeccawood
641,james,burnett,2017-08-28,jamesburnett,jamesbunrett,91.666664,513,james,100.0,32,burnett,100.0,326,james,bunrett,2017-08-28,213738,jamesbunrett
642,sarah,brown,1990-05-02,sarahbrown,sarhabrown,90.0,514,sarah,100.0,0,brown,100.0,135,sarha,brown,1990-05-02,219761,sarhabrown
643,jill,obrien,1948-12-23,jillobrien,jillobrien,100.0,515,jill,100.0,136,obrien,100.0,332,jill,obrien,1948-12-23,406656,jillobrien
644,keith,huynh,1930-04-03,keithhuynh,keithhuyhn,90.0,516,keith,100.0,62,huyhn,80.0,389,keith,huyhn,1930-04-03,55211,keithhuyhn
645,lori,rowe,1926-05-04,lorirowe,ekithrowe,58.82353,562,loir,75.0,367,rowe,100.0,417,ekith,rowe,2007-03-08,388966,ekithrowe
646,robert,green,1943-09-29,robertgreen,robertgreen,100.0,517,robert,100.0,12,green,100.0,390,robert,green,1943-09-29,126722,robertgreen
647,john,munoz,2014-01-21,johnmunoz,johnmoore,66.666664,9,john,100.0,9,umnoz,80.0,232,john,moore,1960-05-03,35550,johnmoore
648,victoria,lopez,1959-05-21,victorialopez,victorialopez,100.0,518,victoria,100.0,81,lopez,100.0,181,victoria,lopez,1959-05-21,162340,victorialopez
649,stephanie,williams,2019-10-14,stephaniewilliams,stephaniehowell,75.0,242,stephanie,100.0,182,williams,100.0,68,stephanie,howell,2014-05-10,15130,stephaniehowell
650,michael,long,1973-01-29,michaellong,michaellogn,90.90909,519,michael,100.0,52,leon,75.0,70,michael,logn,1973-01-29,479697,michaellogn
651,tina,bautista,2018-12-01,tinabautista,tinabatuista,91.666664,520,tina,100.0,202,batuista,87.5,392,tina,batuista,2018-12-01,223037,tinabatuista
652,julia,schwartz,1977-08-15,juliaschwartz,jluiaschwartz,92.30769,521,julie,80.0,7,schwartz,100.0,393,jluia,schwartz,1977-08-15,305981,jluiaschwartz
653,rachel,wilson,1929-07-29,rachelwilson,rachelwilson,100.0,522,rachel,100.0,162,wilson,100.0,186,rachel,wilson,1929-07-29,307674,rachelwilson
654,vincent,hall,1982-07-17,vincenthall,vnicenthall,90.90909,523,vincent,100.0,120,hall,100.0,185,vnicent,hall,,25401,vnicenthall
655,krista,martinez,2010-03-19,kristamartinez,kristamartinez,100.0,524,krista,100.0,176,martinez,100.0,394,krista,martinez,2010-03-19,367712,kristamartinez
656,gina,foster,1986-02-12,ginafoster,gianfoster,90.0,525,regina,80.0,368,foster,100.0,395,gian,foster,1986-02-12,130828,gianfoster
657,laura,morgan,1973-09-05,lauramorgan,laurahernandez,64.0,649,laura,100.0,351,morgan,100.0,480,laura,hernandez,1988-08-31,238743,laurahernandez
658,jenny,johnson,1979-11-27,jennyjohnson,juliejohnson,75.0,293,jenna,80.0,94,johnson,100.0,97,julie,johnson,1951-07-18,452637,juliejohnson
659,gabrielle,medina,1999-08-11,gabriellemedina,gabriellemedina,100.0,526,gabrielle,100.0,228,medina,100.0,396,gabrielle,medina,1999-08-11,131457,gabriellemedina
660,marc,curtis,1972-12-02,marccurtis,marccurtis,100.0,527,marc,100.0,335,curtis,100.0,18,marc,curtis,1972-12-02,188689,marccurtis
661,kenneth,anderson,1974-08-12,kennethanderson,kennethanderson,100.0,528,kenneth,100.0,90,anderson,100.0,14,kenneth,anderson,1974-08-12,282094,kennethanderson
662,david,jones,1948-06-18,davidjones,davidjones,100.0,529,david,100.0,75,jones,100.0,77,david,jones,1948-06-18,481968,davidjones
663,alexis,warren,2018-06-03,alexiswarren,alexiswarren,100.0,530,alexis,100.0,97,warren,100.0,261,alexis,warren,2018-06-03,128445,alexiswarren
664,taylor,olson,1967-09-12,taylorolson,tayloroslon,90.90909,531,taylor,100.0,268,olson,100.0,111,taylor,oslon,1967-09-12,180280,tayloroslon
665,daniel,keith,2007-05-21,danielkeith,adnielkeith,90.90909,532,daniel,100.0,17,keith,100.0,398,adniel,keith,2007-05-21,256621,adnielkeith
666,aaron,green,1943-04-11,aarongreen,araonfreeman,72.72727,343,aaron,100.0,298,green,100.0,390,araon,freeman,1964-04-28,385841,araonfreeman
667,douglas,jones,1952-10-17,douglasjones,douglasjones,100.0,533,douglas,100.0,336,jones,100.0,77,douglas,jones,1952-10-17,187754,douglasjones
668,colleen,bullock,2016-09-07,colleenbullock,colleenbullokc,92.85714,534,colleen,100.0,337,bullokc,85.71429,399,colleen,bullokc,2016-09-07,340480,colleenbullokc
669,joanna,gilbert,1962-03-08,joannagilbert,joannagilbert,100.0,535,joanna,100.0,338,gilbert,100.0,58,joanna,gilbert,1962-03-08,138007,joannagilbert
670,brian,huff,1990-01-15,brianhuff,brianhuff,100.0,536,brian,100.0,150,huff,100.0,400,brian,huff,1990-01-15,449466,brianhuff
671,jennifer,rodriguez,1973-12-30,jenniferrodriguez,kennethrodriguez,78.78788,756,jennifer,100.0,65,rodriguez,100.0,301,kenneth,rodriguez,2004-08-22,339017,kennethrodriguez
672,anthony,ritter,1949-02-07,anthonyritter,anthonyritter,100.0,537,anthony,100.0,5,ritter,100.0,401,anthony,ritter,1949-02-07,465952,anthonyritter
673,timothy,perry,1970-07-07,timothyperry,timothyperry,100.0,538,timothy,100.0,286,perry,100.0,213,timothy,perry,1970-07-07,101046,timothyperry
674,elizabeth,savage,1930-07-13,elizabethsavage,elizabethsvaage,93.333336,539,elizabeth,100.0,195,svaage,83.333336,402,elizabeth,svaage,1930-07-13,147806,elizabethsvaage
675,chelsea,matthews,1970-07-14,chelseamatthews,matthewyates,59.25926,170,chelsea,100.0,369,yates,61.53846,147,matthew,yates,2004-08-19,407040,matthewyates
676,peter,hayes,1980-08-17,peterhayes,peterhayes,100.0,540,peter,100.0,339,hayes,100.0,403,peter,hayes,1980-08-17,479845,peterhayes
677,madison,morris,1942-03-13,madisonmorris,madisonmorris,100.0,541,madison,100.0,265,morris,100.0,404,madison,morris,1942-03-13,409611,madisonmorris
678,kelly,parker,1945-03-25,kellyparker,klelyparker,90.90909,542,kelly,100.0,252,parker,100.0,91,klely,parker,1945-03-25,342174,klelyparker
679,michael,lee,1946-06-03,michaellee,michaellee,100.0,543,michael,100.0,52,lee,100.0,104,michael,lee,1946-06-03,25521,michaellee
680,olivia,harris,1986-08-04,oliviaharris,oliviaharris,100.0,544,olivia,100.0,29,harris,100.0,114,olivia,harris,1986-08-04,96416,oliviaharris
681,michael,moore,1944-09-09,michaelmoore,michaelmoroe,91.666664,545,michael,100.0,52,moore,100.0,9,michael,moroe,1944-09-09,390322,michaelmoroe
682,kenneth,guzman,2016-04-15,kennethguzman,kennethguzman,100.0,546,kenneth,100.0,90,guzman,100.0,406,kenneth,guzman,2016-04-15,442195,kennethguzman
683,wendy,mckinney,2002-11-17,wendymckinney,wednymckinney,92.30769,547,wedny,80.0,340,mckinney,100.0,407,wedny,mckinney,2002-11-17,381487,wednymckinney
684,raymond,baker,1937-04-07,raymondbaker,raymodnbaker,91.666664,548,raymond,100.0,262,baker,100.0,408,raymodn,baker,1937-04-07,61922,raymodnbaker
685,christopher,patel,1924-02-26,christopherpatel,christopherpatel,100.0,549,christopher,100.0,105,patel,100.0,409,christopher,patel,1924-02-26,213110,christopherpatel
686,george,taylor,1965-09-24,georgetaylor,georgetayolr,91.666664,550,george,100.0,342,taylor,100.0,246,george,tayolr,,306268,georgetayolr
687,jared,clark,1933-11-29,jaredclark,jaredclark,100.0,551,jared,100.0,343,clark,100.0,72,jared,clark,1933-11-29,446173,jaredclark
688,thomas,moore,2014-08-20,thomasmoore,thomasmoore,100.0,552,thomas,100.0,35,moore,100.0,9,thomas,moore,2014-08-20,411491,thomasmoore
689,anthony,sloan,1966-09-27,anthonysloan,anthonybrown,75.0,498,anthony,100.0,5,oslon,80.0,397,anthony,brown,,23358,anthonybrown
